annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant;nombre_de_gagnant_au_rang1_en_france;nombre_de_gagnant_au_rang1_en_europe;rapport_du_rang1;nombre_de_gagnant_au_rang2_en_france;nombre_de_gagnant_au_rang2_en_europe;rapport_du_rang2;nombre_de_gagnant_au_rang3_en_france;nombre_de_gagnant_au_rang3_en_europe;rapport_du_rang3;nombre_de_gagnant_au_rang4_en_france;nombre_de_gagnant_au_rang4_en_europe;rapport_du_rang4;nombre_de_gagnant_au_rang5_en_france;nombre_de_gagnant_au_rang5_en_europe;rapport_du_rang5;nombre_de_gagnant_au_rang6_en_france;nombre_de_gagnant_au_rang6_en_europe;rapport_du_rang6;nombre_de_gagnant_au_rang7_en_france;nombre_de_gagnant_au_rang7_en_europe;rapport_du_rang7;nombre_de_gagnant_au_rang8_en_france;nombre_de_gagnant_au_rang8_en_europe;rapport_du_rang8;nombre_de_gagnant_au_rang9_en_france;nombre_de_gagnant_au_rang9_en_europe;rapport_du_rang9;nombre_de_gagnant_au_rang10_en_france;nombre_de_gagnant_au_rang10_en_europe;rapport_du_rang10;nombre_de_gagnant_au_rang11_en_france;nombre_de_gagnant_au_rang11_en_europe;rapport_du_rang11;nombre_de_gagnant_au_rang12_en_france;nombre_de_gagnant_au_rang12_en_europe;rapport_du_rang12;nombre_de_gagnant_au_rang13_en_france;nombre_de_gagnant_au_rang13_en_europe;rapport_du_rang13;numero_My_Million;devise;
2015046;MARDI   ;09/06/2015;09/08/2015;5;34;17;9;32;8;6;-5-9-17-32-34-;-6-8-;0;0;0;2;2;910508,5;0;12;50583,8;17;85;3570,6;244;1430;185,7;511;2934;90,5;715;3514;53,9;9319;48664;17,9;11936;62969;13,2;23885;127296;11;46706;248035;9,9;163025;871055;7,6;331201;1761649;3,8;JT4967373;eur;
2015045;VENDREDI;05/06/2015;05/08/2015;8;7;2;48;45;9;1;-2-7-8-45-48-;-1-9-;0;0;0;1;9;293926,5;2;10;88177,9;21;66;6680,1;261;1402;275,1;560;2934;131,4;1041;4527;60,8;14058;66973;18,9;14869;72488;16,7;31389;152009;13,4;75551;358960;9,9;233212;1138617;8,5;498847;2390942;4,1;DY4081592;eur;
2015044;MARDI   ;02/06/2015;02/08/2015;23;7;41;29;37;1;8;-7-23-29-37-41-;-1-8-;0;0;0;0;2;510830,8;0;5;68110,7;6;37;4602;125;733;203,2;304;1638;90,9;297;1545;68,8;4597;23447;20,8;5733;31421;14,9;12592;69388;11,3;24015;124715;11;82832;454533;8,2;178853;972232;3,9;FS0886968;eur;
2015043;VENDREDI;29/05/2015;29/07/2015;4;20;48;45;3;8;6;-3-4-20-45-48-;-6-8-;0;0;0;0;3;499345,3;1;8;62418,1;4;29;8609,4;137;762;286,6;257;1542;141,6;379;2168;71,9;6047;34973;20,5;6781;39444;17,4;13448;78219;14,7;35931;199657;10,1;112288;639068;8,5;225770;1269067;4,4;QP1620912;eur;
2015042;MARDI   ;26/05/2015;26/07/2015;6;24;7;21;5;6;5;-5-6-7-21-24-;-5-6-;0;1;37682171;0;3;327012,2;2;6;54502;18;108;1513,9;232;1125;127,1;374;1789;79,9;567;3032;33,7;5728;31811;14,7;9423;46394;9,6;15064;75007;10;21748;130979;10,1;116632;602988;5,9;196368;1005578;3,6;EB8873408;eur;
2015041;VENDREDI;22/05/2015;22/07/2015;18;44;35;24;45;5;11;-18-24-35-44-45-;-5-11-;0;0;0;0;2;723961,1;1;6;80440,1;7;37;6522,1;154;891;236,9;318;1662;127;300;1871;80,6;4745;30168;22,9;6969;39696;16,7;14900;79741;13,9;25588;161191;12,1;110336;619643;8,5;239784;1242187;4,3;GU0532746;eur;
2015040;MARDI   ;19/05/2015;19/07/2015;35;37;31;26;30;11;8;-26-30-31-35-37-;-8-11-;0;0;0;1;4;243341,6;3;6;54075,9;7;22;7373,9;79;472;300,7;160;966;146,9;187;1091;92,9;2952;17459;26,7;3635;22122;20,1;7995;47390;15,8;16599;99729;13,2;63439;366744;9,7;143839;798965;4,5;IW7829834;eur;
2015039;VENDREDI;15/05/2015;15/07/2015;47;42;44;5;35;9;8;-5-35-42-44-47-;-8-9-;0;0;0;0;1;1349968,9;1;4;112497,4;8;36;6249,8;125;691;284,9;236;1378;142,8;326;1856;75,7;4804;26409;24,4;6603;36313;17;12636;68154;15,2;27604;148373;12,3;105984;571622;8,6;202793;1066477;4,7;EZ4910299;eur;
2015038;MARDI   ;12/05/2015;12/07/2015;29;30;14;46;40;3;6;-14-29-30-40-46-;-3-6-;0;1;47879234;2;6;180585,5;0;3;120390,3;9;36;5016,2;98;550;287,2;190;1151;137,2;358;1977;57;5460;27292;19;5091;29024;17,1;9712;56912;14,6;32163;153411;9,5;82731;456725;8,6;159793;881884;4,6;VR3206545;eur;
2015037;VENDREDI;08/05/2015;08/07/2015;14;19;49;7;47;10;3;-7-14-19-47-49-;-3-10-;0;0;0;0;3;495553,7;2;14;35396,6;7;45;5506,1;186;990;218,9;491;2167;100;414;2132;72,6;6039;32240;22;8393;45206;15;19190;98992;11,5;30757;167036;12;122263;669201;8,1;275378;1451459;3,8;SM2503500;eur;
2015036;MARDI   ;05/05/2015;05/07/2015;1;17;10;42;20;9;8;-1-10-17-20-42-;-8-9-;0;0;0;0;0;0;4;4;339051,6;7;32;5297,6;167;812;182,6;366;1530;96,9;321;1551;68,3;4588;23085;21,1;7757;35553;13,1;15631;69937;11,2;22561;118352;11,6;104021;500560;7,4;203142;966105;3,9;EF1463581;eur;
2015035;VENDREDI;01/05/2015;01/07/2015;19;26;20;25;3;6;10;-3-19-20-25-26-;-6-10-;0;0;0;3;7;192079,3;4;15;29879;2;21;10671;169;902;217,3;481;2254;86,9;355;1824;76,7;4484;26713;24,1;7885;40938;15;20072;99217;10,4;23227;141239;12,8;110320;582331;8,4;273036;1400139;3,6;SD3496170;eur;
2015034;MARDI   ;28/04/2015;28/06/2015;36;24;28;26;45;10;7;-24-26-28-36-45-;-7-10-;0;0;0;1;4;241021,8;1;3;107120,8;5;24;6695;99;521;269,8;201;1111;126,5;242;1311;76,6;3620;18581;24,8;5034;26639;16,5;10262;55082;13,4;20420;100788;12,9;78605;407376;8,6;156194;834322;4,3;IQ1764331;eur;
2015033;VENDREDI;24/04/2015;24/06/2015;31;5;40;29;19;3;10;-5-19-29-31-40-;-3-10-;0;1;50731331;1;4;437844,5;3;15;38919,5;18;68;4292,5;275;1245;205,1;615;2619;97,5;742;2776;65,7;9650;38956;21,5;12990;54964;14,6;27962;116301;11,6;51451;203402;11,6;185929;774772;8,2;399879;1656103;3,9;PU6130173,SW7616697,GE2809908,VX5385225,DL4949818,IR1057560,PP0427045,AH0355642,HR2009127,RY2839173;eur;
2015032;MARDI   ;21/04/2015;21/06/2015;14;42;17;6;45;8;1;-6-14-17-42-45-;-1-8-;0;0;0;1;5;223508,6;2;6;62085,7;12;36;5173,8;182;691;235,8;402;1559;104,5;441;1621;71,8;6429;25440;21;7738;32264;15,8;16491;68661;12,5;33733;135952;11,1;115646;483041;8,4;244384;1016119;4,1;VB7755174,KH2032453,JN7930666,JH0112528,GH4787055,BN9873292,HB4201186,MP9557072,KQ3243044,PC2713918;eur;
2015031;VENDREDI;17/04/2015;17/06/2015;39;2;34;24;30;11;8;-2-24-30-34-39-;-8-11-;0;0;0;0;3;495368,1;1;3;165122,7;4;35;7076,6;117;741;292,4;266;1613;134,3;286;1741;88,9;4395;27014;26,3;6538;37737;18;14627;81808;14;25315;148474;13,5;104200;586946;9,2;244782;1301618;4,2;IG8976727;eur;
2015030;MARDI   ;14/04/2015;14/06/2015;49;34;32;24;35;2;1;-24-32-34-35-49-;-1-2-;0;0;0;0;2;502336,9;1;3;111630,4;2;29;5773,9;76;502;291,8;170;1115;131,4;226;1377;76;2880;18941;25,4;4443;25508;18;9245;53837;14,3;17495;105486;12,8;67912;385807;9,5;136476;811931;4,6;FL6629691;eur;
2015029;VENDREDI;10/04/2015;10/06/2015;25;43;22;23;30;5;9;-22-23-25-30-43-;-5-9-;0;0;0;0;2;712500,6;1;3;158333,4;10;68;3492,6;171;893;232,7;271;1512;137,4;492;2906;51;8281;47567;14,3;8534;46188;14,1;16254;82441;13,3;45448;253374;7,6;135637;712087;7,3;254070;1261534;4,2;GC8941627;eur;
2015028;MARDI   ;07/04/2015;07/06/2015;39;25;50;44;18;8;5;-18-25-39-44-50-;-5-8-;0;1;21449918;0;2;483743,7;2;8;40311,9;10;50;3224,9;144;863;163,4;204;1280;110,2;378;2267;44,4;5398;32555;14,2;5154;32211;13,7;9856;54875;13,5;30077;175961;7,4;77823;451050;7,8;147174;798955;4,5;UD2075942;eur;
2015027;VENDREDI;03/04/2015;03/06/2015;39;37;49;29;27;4;2;-27-29-37-39-49-;-2-4-;0;0;0;2;8;178696,8;3;17;28030,8;10;49;4862,4;209;1099;189,6;443;2130;97,8;429;2227;66,8;6324;32850;20,8;8677;42761;15,3;17334;87087;12,6;36604;180459;10,7;126075;617085;8,4;239761;1214408;4,4;IO4388950;eur;
2015026;MARDI   ;31/03/2015;31/05/2015;8;28;20;24;49;8;9;-8-20-24-28-49-;-8-9-;0;1;73584056;0;1;1277754,4;0;9;47324,2;10;46;4629,5;176;966;192,8;323;1729;107,7;426;2141;62,1;5499;30100;20,3;8712;44413;13,1;15341;78956;12,4;26762;151817;11,3;119856;630538;7,4;217977;1138462;4,2;UV2199872;eur;
2015025;VENDREDI;27/03/2015;27/05/2015;30;39;32;44;2;10;6;-2-30-32-39-44-;-6-10-;0;0;0;0;6;304007,6;0;12;50667,9;10;39;7795;185;1100;241,8;335;2029;131,1;319;2380;79,8;5242;34954;25;7778;47322;17,6;15633;97352;14,4;29760;188973;13;119225;702397;9,5;259170;1546602;4,4;TL4373258;eur;
2015024;MARDI   ;24/03/2015;24/05/2015;40;10;39;24;26;3;10;-10-24-26-39-40-;-3-10-;0;0;0;1;2;566578,9;2;5;75543,8;9;40;4721,4;118;751;220;227;1636;101;318;1619;72,9;4300;23896;22,7;5356;32028;16,2;11527;68113;12,8;23948;126047;12,1;84660;481089;8,6;181973;1023032;4,1;RE2228202;eur;
2015023;VENDREDI;20/03/2015;20/05/2015;3;14;42;48;37;1;10;-3-14-37-42-48-;-1-10-;0;0;0;0;6;270942,5;1;7;77412,1;6;52;5210,4;167;891;266;337;2004;118,3;305;1929;87,7;5213;28355;27,4;7100;39389;18,9;17272;94242;13,2;29576;154979;14,2;112586;595541;10;277510;1448592;4,2;QL6587795;eur;
2015022;MARDI   ;17/03/2015;17/05/2015;11;23;44;38;26;8;1;-11-23-26-38-44-;-1-8-;0;0;0;1;4;273703;2;17;21466,9;11;39;4678,6;170;936;170,5;408;2224;71,7;372;1854;61,5;5017;25707;20,4;7186;37659;13,3;16371;83013;10,1;25841;133311;11,1;96680;509724;7,8;204000;1077921;3,8;BB8292191;eur;
2015021;VENDREDI;13/03/2015;13/05/2015;4;5;22;18;23;3;1;-4-5-18-22-23-;-1-3-;0;0;0;3;8;229022,8;5;12;50893,9;30;88;3470;452;1550;172,3;887;3237;82,5;1054;3683;51,8;14911;51366;17;20266;69334;12,1;38716;136247;10,3;71839;250682;9,8;285666;978562;6,8;550536;1915498;3,5;CN7442965;eur;
2015020;MARDI   ;10/03/2015;10/05/2015;31;30;2;6;23;10;2;-2-6-23-30-31-;-2-10-;0;0;0;0;5;207423,6;1;3;115235,3;4;39;4432,1;151;799;189,2;334;1537;98,4;330;1585;68,1;4742;22369;22,2;6948;33967;13,9;13959;69657;11,4;25857;116637;12;93266;470214;8;198418;1000577;3,8;HZ9208928;eur;
2015019;VENDREDI;06/03/2015;06/05/2015;47;30;49;50;23;7;2;-23-30-47-49-50-;-2-7-;0;1;100000000;1;9;315070,4;2;10;94521,1;18;83;5694;340;1732;238,7;589;3200;129,2;1008;4690;62,9;16567;73809;18,4;16170;80374;16,1;30860;155735;14;106933;440146;8,7;257459;1218252;8,5;474144;2321600;4,5;IP3359619;eur;
2015018;MARDI   ;03/03/2015;03/05/2015;6;21;13;8;11;8;7;-6-8-11-13-21-;-7-8-;0;0;0;6;17;81741,3;4;13;35630,8;29;100;2316;594;2108;96,1;829;3232;62,7;777;3327;43,5;8305;39162;17;16371;71475;8,9;25566;118646;9;34440;178334;10,5;179189;851115;5,9;291511;1454084;3,5;HX8146640;eur;
2015017;VENDREDI;27/02/2015;29/04/2015;17;25;14;5;47;10;9;-5-14-17-25-47-;-9-10-;0;0;0;1;4;485210,6;1;13;49765,1;6;60;5391,2;312;1430;197,9;602;3183;88,9;462;2598;77,8;5964;37006;25,1;11757;61419;14,4;27338;139313;10,7;31231;193946;13,5;162272;867885;8,1;376968;1949773;3,7;SC5231801;eur;
2015016;MARDI   ;24/02/2015;26/04/2015;3;28;25;34;50;1;11;-3-25-28-34-50-;-1-11-;0;0;0;0;3;386349,2;0;3;128783;7;39;4953,1;101;625;270,4;245;1323;127,7;313;1754;68,8;5116;26671;20,8;5135;30222;17,5;12524;71389;12,5;25883;136604;11,4;81433;457036;9,2;205266;1108190;3,9;DU3822495;eur;
2015015;VENDREDI;20/02/2015;22/04/2015;37;46;10;4;14;4;7;-4-10-14-37-46-;-4-7-;0;0;0;1;5;321069,1;0;5;107023;19;75;3567,4;198;1014;230,8;313;1728;135,4;830;3435;48,6;12244;51968;14,8;10362;49876;14,7;17105;88250;14;61870;268043;8,1;158677;750900;7,8;265652;1344640;4,4;UH8612028;eur;
2015014;MARDI   ;17/02/2015;19/04/2015;5;2;18;43;30;10;1;-2-5-18-30-43-;-1-10-;0;0;0;0;1;1064229,8;2;4;88685,8;6;28;6334,7;166;675;229,9;343;1624;95,5;301;1285;86,2;3884;19267;26,4;6210;29148;16,7;15224;71888;11,4;20269;101904;14,1;86969;424280;9,1;217340;1039472;3,8;RG3770428;eur;
2015013;VENDREDI;13/02/2015;15/04/2015;24;12;39;44;42;3;11;-12-24-39-42-44-;-3-11-;0;0;0;0;6;291869,9;3;8;72967,4;21;59;4946,9;405;1343;190,1;905;2935;87;640;2275;80,1;9824;32950;25,4;15696;54073;14,8;34247;116791;11,5;51641;176764;13,4;213193;750170;8,5;462080;1604420;4;IJ4781587;eur;
2015012;MARDI   ;10/02/2015;12/04/2015;30;45;20;13;17;9;10;-13-17-20-30-45-;-9-10-;0;0;0;0;1;997973,3;1;4;83164,4;4;31;5365,4;165;774;188;370;1740;83,6;246;1358;76,5;3478;19362;24,6;7127;33841;13,5;15536;74269;10,3;17343;95823;14,1;93684;458549;7,9;213174;1024075;3,6;IX5391804;eur;
2015011;VENDREDI;06/02/2015;08/04/2015;50;30;10;26;39;8;7;-10-26-30-39-50-;-7-8-;0;0;0;1;3;469666,2;2;12;39138,8;6;42;5591,2;189;950;216,2;340;1767;116,2;419;2075;70,7;6253;30031;22,4;9532;46529;13,8;17623;88449;12,2;34570;162141;11,7;139157;654030;7,8;238836;1162433;4,5;RO6172060;eur;
2015010;MARDI   ;03/02/2015;05/04/2015;50;44;17;31;33;11;7;-17-31-33-44-50-;-7-11-;1;1;15000000;3;4;242909,6;4;9;35986,6;11;31;5223,8;148;672;210,8;317;1376;102,9;365;1678;60,3;4315;21973;21,1;6142;30961;14,3;11404;58994;12,6;22220;110590;11,8;85505;430696;8,2;167383;862061;4,2;VX2123550;eur;
2015009;VENDREDI;30/01/2015;01/04/2015;9;24;15;13;19;3;8;-9-13-15-19-24-;-3-8-;0;2;7500000;3;6;258356,4;4;16;32294,5;31;110;2348,6;454;1816;124,4;780;3246;69,6;844;4016;40,2;11257;54178;13,7;15193;69435;10,2;28557;127017;9,4;51378;260529;8;186371;885136;6,4;341184;1629723;3,5;PD0780293;eur;
2015008;MARDI   ;27/01/2015;29/03/2015;10;33;5;31;40;10;8;-5-10-31-33-40-;-8-10-;0;1;21715116;0;2;503633,6;1;5;67151,1;6;30;5595,9;118;594;247,2;245;1298;113,1;245;1309;80,1;4132;20343;23,7;5790;28960;15,9;12709;64278;12;20809;104605;13;85207;426499;8,6;195374;966968;3,9;UP8548542;eur;
2015007;VENDREDI;23/01/2015;25/03/2015;30;45;29;38;6;8;1;-6-29-30-38-45-;-1-8-;0;0;0;0;1;1422697;0;7;67747,4;10;31;7648,9;159;808;256,7;328;1543;134,4;440;1977;74,9;6924;30536;22,3;8073;37596;17,3;16571;78810;13,9;38915;170598;11,2;127510;587559;8,8;264371;1218116;4,3;AU6025530;eur;
2015006;MARDI   ;20/01/2015;22/03/2015;33;47;15;41;44;10;8;-15-33-41-44-47-;-8-10-;0;2;16269652;0;3;352332,9;0;4;88083,2;5;42;4194,4;125;667;231,1;301;1419;108,6;284;1394;78,9;3665;19147;26,4;5597;28793;16,8;12443;62536;13;20057;103188;13,8;78427;406028;9,5;177359;901263;4,3;TE2248289;eur;
2015005;VENDREDI;16/01/2015;18/03/2015;34;32;29;30;46;6;3;-29-30-32-34-46-;-3-6-;0;0;0;0;2;786948,2;2;5;104926,4;16;47;5581,1;212;837;274,2;394;1580;145,2;609;2363;69,3;10298;37582;20;9528;39113;18,4;17876;74997;16,1;65432;229674;9,2;154829;619515;9,3;289516;1176301;5;BJ1265603,KG9937475,TP3129007,RA8499681,RB3777717;eur;
2015004;MARDI   ;13/01/2015;15/03/2015;34;31;21;8;17;10;9;-8-17-21-31-34-;-9-10-;0;0;0;1;4;263770,1;3;15;23446,2;9;36;4884,6;174;809;190,1;445;1984;77,5;291;1324;83;4258;18623;27,1;7914;32735;14,7;18611;77710;10,4;22613;99023;14,4;110313;454594;8,5;256864;1048814;3,7;FJ7941720,PB6143478,OQ9741347,RZ0887471,EP8657317;eur;
2015003;VENDREDI;09/01/2015;11/03/2015;6;32;45;21;24;1;11;-6-21-24-32-45-;-1-11-;0;1;31666941;1;5;302905,8;1;10;50484,3;8;39;6472,3;175;907;243,5;441;2416;91,4;382;2060;76,5;5538;29935;24,2;7173;39229;17,6;18885;101548;11,4;31382;165018;12,4;106187;574762;9,6;279021;1461447;3,8;NM6560874;eur;
2015002;MARDI   ;06/01/2015;08/03/2015;20;38;30;14;49;4;3;-14-20-30-38-49-;-3-4-;0;0;0;0;2;492755,7;1;4;82125,9;8;29;5663,8;114;600;239,5;233;1142;125,8;273;1448;70,8;4437;21263;22,2;6239;28931;15,6;11099;54724;13,8;22935;114773;11,6;95943;440858;8,1;172810;828184;4,4;TT2821872;eur;
2015001;VENDREDI;02/01/2015;04/03/2015;24;25;49;28;22;3;6;-22-24-25-28-49-;-3-6-;0;0;0;1;2;668437,9;4;8;55703,1;5;32;6962,8;190;931;209,4;304;1623;120,1;554;2402;57,9;8950;37366;17,1;8423;40662;15;16071;77541;13,2;48107;207538;8,7;129748;622176;7,8;253035;1200654;4,1;LR9917569;eur;
2014104;MARDI   ;30/12/2014;01/03/2015;6;18;39;50;44;11;8;-6-18-39-44-50-;-8-11-;1;1;15000000;1;4;275335,5;2;6;61185,6;5;54;3399,2;110;664;241,8;251;1365;117,6;258;1507;76,1;3885;21379;24,6;5400;29025;17,3;11828;61188;13,8;20360;113404;13,1;83773;443968;9;188434;960988;4,2;TO2587837;eur;
2014103;VENDREDI;26/12/2014;25/02/2015;26;45;27;49;17;2;3;-17-26-27-45-49-;-2-3-;0;1;25234535;3;11;139561,8;3;15;34115,1;4;35;7310,3;177;1045;214,2;276;1738;128,8;417;2196;72,8;5558;32804;22,4;8171;45631;15,4;14418;84049;14;30962;178200;11,6;137372;730726;7,7;236535;1312313;4,3;JB2959214;eur;
2014102;MARDI   ;23/12/2014;22/02/2015;49;25;9;19;8;10;2;-8-9-19-25-49-;-2-10-;0;0;0;1;3;372069,3;1;10;37206,9;5;33;5637,4;183;765;212,7;444;1906;85,4;385;1636;71;5368;23735;22,5;7771;35738;14,3;18967;85341;10;28553;124761;12,1;106390;499057;8,2;248018;1143644;3,6;UH2044996;eur;
2014101;VENDREDI;19/12/2014;18/02/2015;39;44;23;29;31;5;8;-23-29-31-39-44-;-5-8-;0;1;15000000;1;5;294307,3;0;5;98102,4;12;62;3955,7;153;886;242,2;318;1705;125,8;581;3256;47;9257;48648;14,4;8605;45083;14,9;17081;83322;13,6;52391;266585;7,4;134326;674959;7,9;260904;1233604;4,4;BQ4604096;eur;
2014100;MARDI   ;16/12/2014;15/02/2015;13;7;3;25;12;5;8;-3-7-12-13-25-;-5-8-;0;1;39580687;1;5;222312;2;11;33683,6;32;131;1414,1;439;1889;85,8;908;3677;44;988;4500;25,7;10037;50500;10,5;14273;63772;7,9;29318;121819;7;42566;219081;6,8;145682;698421;5,8;287998;1291897;3,2;OQ5742530;eur;
2014099;VENDREDI;12/12/2014;11/02/2015;28;2;15;31;37;4;6;-2-15-28-31-37-;-4-6-;0;0;0;0;3;517360,3;4;7;73908,6;15;71;3643,3;214;1000;226,3;411;2078;108,9;753;3046;53;10525;44177;16,8;9774;46067;15,4;20076;95031;12,5;56887;237171;8,8;141850;671240;8,4;289524;1382018;4,2;FZ0594166;eur;
2014098;MARDI   ;09/12/2014;08/02/2015;31;1;3;42;46;11;4;-1-3-31-42-46-;-4-11-;0;0;0;0;1;1023461,4;0;5;68230,7;12;34;5016,9;90;446;334,6;181;1020;146,3;193;1096;97,2;3401;17721;27,6;4634;23892;19,6;10566;53484;14,7;19826;100680;13,7;78988;385352;9,7;184890;884400;4,3;HH8641859;eur;
2014097;VENDREDI;05/12/2014;04/02/2015;5;8;48;47;37;3;2;-5-8-37-47-48-;-2-3-;0;0;0;0;2;758715,9;0;4;126452,6;6;36;7025,1;165;821;269,5;323;1604;137,9;346;1911;82,7;6081;31103;23,3;8390;40571;17,1;15352;75983;15,3;35274;176843;11,6;145601;681712;8,1;255684;1225471;4,6;PK6459634;eur;
2014096;MARDI   ;02/12/2014;01/02/2015;15;25;3;49;44;9;1;-3-15-25-44-49-;-1-9-;1;1;72971665;1;3;436641,4;0;0;0;9;48;13645;135;862;221,6;286;1754;108,9;407;2370;57,5;6555;34375;18,2;6845;38991;15,3;14274;79959;12,6;35030;177463;9,9;108077;583555;8,2;221939;1196634;4,1;EC2768757;eur;
2014095;VENDREDI;28/11/2014;28/01/2015;10;23;6;41;15;10;4;-6-10-15-23-41-;-4-10-;0;0;0;1;7;279221,7;10;21;31024,6;16;66;4935,7;364;1518;187,7;878;3741;76,1;727;2854;71,3;9571;38862;24;14567;60906;14,7;34192;145156;10,3;48380;200567;13,1;202338;855798;8,3;463527;1979978;3,7;SE3419596,VD6259787,UD4898649,RY0948322,FD9789714;eur;
2014094;MARDI   ;25/11/2014;25/01/2015;32;7;36;3;25;1;6;-3-7-25-32-36-;-1-6-;0;0;0;1;5;244414,6;0;5;81471,5;11;50;4073,5;169;865;206;412;1939;91,9;474;2064;61,6;6883;30173;19,4;8517;38057;14,7;18276;84391;11,1;37963;159250;10,3;129572;548168;8,1;277050;1201875;3,8;QH9538095,BS9906932,FO5996522,JJ8023938,TA2475627;eur;
2014093;VENDREDI;21/11/2014;21/01/2015;28;32;7;37;4;5;10;-4-7-28-32-37-;-5-10-;0;0;0;0;1;1596840,2;2;5;106456;4;40;6653,5;190;1036;224,7;474;2434;95,6;414;2606;63,8;6424;37548;20,3;9047;49109;14,9;21375;106810;11,5;33998;197324;10,9;139410;735568;7,9;321439;1575650;3,8;UC5981943;eur;
2014092;MARDI   ;18/11/2014;18/01/2015;3;2;36;38;17;11;4;-2-3-17-36-38-;-4-11-;0;0;0;0;3;354830,2;1;5;70966;5;30;5913,8;96;531;292,3;189;1280;121,2;209;1321;83,9;3389;19593;26;4743;27634;17,6;11614;66411;12,3;19104;106784;13,4;77418;426013;9,1;185889;996555;4;QT9398847;eur;
2014091;VENDREDI;14/11/2014;14/01/2015;36;32;38;48;17;8;5;-17-32-36-38-48-;-5-8-;0;0;0;1;3;515956,4;0;2;257978,2;19;68;3793,7;141;878;257;295;1634;138,1;554;3177;50,7;8173;47219;15,7;7758;43666;16,2;14779;80065;14,9;48764;264968;7,9;116996;653827;8,6;226318;1192701;4,8;RM5442851;eur;
2014090;MARDI   ;11/11/2014;11/01/2015;46;14;36;2;21;11;7;-2-14-21-36-46-;-7-11-;0;0;0;0;0;0;0;7;186683,7;8;34;4804,3;96;615;232,4;164;1215;117,6;208;1340;76,1;3222;20089;23,3;4589;27820;16,1;9089;56355;13,4;18117;109548;12,1;69321;411040;8,7;137912;835186;4,4;TR0148126;eur;
2014089;VENDREDI;07/11/2014;07/01/2015;32;13;38;46;25;10;1;-13-25-32-38-46-;-1-10-;1;2;16506235;0;3;540288,8;4;13;41560,6;10;43;6282,4;210;976;242,1;478;2515;93,9;390;1874;90;5555;28407;27,3;8116;41816;17,7;19940;102769;12,1;30233;151524;14,4;118265;610112;9,7;292597;1509164;4;UL4294928;eur;
2014088;MARDI   ;04/11/2014;04/01/2015;1;13;6;26;17;3;5;-1-6-13-17-26-;-3-5-;0;0;0;4;6;180167,3;3;11;32757,6;19;98;1838,4;302;1334;118,1;524;2298;68,6;722;3520;31,9;8556;44519;11,6;10799;50062;9,8;19342;84941;9,8;37281;206660;7;125306;624396;6,3;222750;1064043;3,8;CE1531540;eur;
2014087;VENDREDI;31/10/2014;31/12/2014;10;41;13;20;33;9;3;-10-13-20-33-41-;-3-9-;0;0;0;0;5;355794,2;2;10;59299;10;88;3369,2;322;1619;160,2;579;3041;85,3;854;4207;44;11506;59447;14,3;12231;65557;12,4;22993;122853;11,1;54946;287234;8,3;166279;911202;7,1;308809;1687614;3,9;DV1174892;eur;
2014086;MARDI   ;28/10/2014;28/12/2014;45;17;40;10;15;1;2;-10-15-17-40-45-;-1-2-;1;1;15000000;0;2;556193,5;2;7;52970,8;4;37;5010,7;130;728;222,8;242;1488;109;258;1552;74,6;4162;24674;21,6;5888;32263;15,8;11599;65960;12,9;22360;128733;11,7;96241;504141;8;184893;1016735;4,1;LI3029280;eur;
2014085;VENDREDI;24/10/2014;24/12/2014;42;20;3;30;9;6;1;-3-9-20-30-42-;-1-6-;0;1;190000000;2;9;2174634,3;4;24;50349,4;37;147;4110,1;569;2617;202;1308;5699;92,7;1408;6351;59,4;20329;88855;19,5;26723;115019;14,4;55371;242327;11,5;104839;460652;10,6;382965;1654248;8;783589;3450472;3,9;QP5922929;eur;
2014084;MARDI   ;21/10/2014;21/12/2014;40;33;27;20;21;3;10;-20-21-27-33-40-;-3-10-;0;0;0;1;8;333090,9;3;20;44412,1;17;92;4827,4;327;1666;233,2;605;3598;108;834;3966;69,9;12042;59049;21,6;15400;79529;15,3;32236;170385;12;64840;311905;11,5;230559;1180081;8,2;490591;2518160;3,9;UJ2640305;eur;
2014083;VENDREDI;17/10/2014;17/12/2014;49;13;48;1;40;8;10;-1-13-40-48-49-;-8-10-;0;0;0;0;4;764204,9;3;17;59937,6;22;90;5660,7;361;1752;254,4;801;3796;117,4;758;4011;79,3;11996;59285;24,7;17303;83057;16,8;37658;176565;13,3;66404;324314;12,7;254977;1216920;9,2;572721;2654977;4,3;NM5414568;eur;
2014082;MARDI   ;14/10/2014;14/12/2014;15;23;32;4;5;7;3;-4-5-15-23-32-;-3-7-;0;0;0;0;3;708398,5;4;17;41670,5;28;180;1967,7;344;1957;158,3;691;3597;86,1;1298;6432;34,4;17909;87493;11,6;15948;80675;12;28832;150241;10,9;88306;429212;6,7;222906;1098027;7;392880;2021311;3,9;RS8870849;eur;
2014081;VENDREDI;10/10/2014;10/12/2014;29;42;47;45;6;9;10;-6-29-42-45-47-;-9-10-;0;0;0;2;7;371747,2;0;11;78855,4;12;67;6473,2;273;1345;282,1;580;2798;135,6;585;3180;85,2;8846;47840;26;13030;66359;17,9;27563;137363;14,6;48604;257481;13,6;207152;1020716;9,3;445213;2156795;4,5;HC5754662;eur;
