annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;numero_jokerplus;devise;
2017090;SAMEDI  ;29/07/2017;28/09/2017;24;41;45;23;10;1;10-23-24-41-45+1;0;2000000;1;100000;47;1000;368;500;1813;50;20087;20;27632;10;319909;5;381558;2,2;10;20000;N 9271 5573,T 0540 6073,O 8825 6067,J 4017 5921,T 9961 8467,P 5243 2546,A 2414 7007,F 3828 7547,R 7425 2888,S 4553 5940;3 594 688;eur;
2017089;MERCREDI;26/07/2017;25/09/2017;13;44;35;3;25;2;3-13-25-35-44+2;1;2000000;2;100000;29;1000;493;500;1525;50;17907;20;21341;10;254229;5;294203;2,2;10;20000;D 0851 7884,L 1829 2343,J 5706 3905,O 2032 6901,A 0385 8971,I 5043 3062,S 8773 3345,B 9928 5197,U 7821 0477,K 2370 2745;5 632 466;eur;
2017088;LUNDI   ;24/07/2017;23/09/2017;14;11;38;21;35;3;11-14-21-35-38+3;1;3000000;2;100000;35;1000;269;500;1437;50;12632;20;22293;10;184959;5;307283;2,2;10;20000;T 1076 2686,P 6788 4754,C 2819 6665,Q 6546 4372,S 2375 4323,K 0326 4886,D 1690 7037,N 5643 5131,A 9133 4488,T 5918 7564;0 807 480;eur;
2017087;SAMEDI  ;22/07/2017;21/09/2017;40;30;16;5;28;9;5-16-28-30-40+9;0;2000000;4;100000;52;1000;600;500;2496;50;25226;20;35265;10;342423;5;480504;2,2;10;20000;F 3347 4657,E 4993 2635,D 4162 0234,M 4324 1858,C 4321 3543,Q 5810 2747,J 4029 9504,T 5521 5968,U 5292 4366,R 8631 7046;7 926 316;eur;
2017086;MERCREDI;19/07/2017;18/09/2017;16;26;6;8;9;7;6-8-9-16-26+7;1;17000000;5;100000;163;1000;762;500;5289;50;30179;20;59769;10;338667;5;665756;2,2;10;20000;U 3285 7630,C 7543 7951,B 9961 4051,L 0863 4406,E 1954 2135,Q 4680 5656,P 5797 5114,R 3291 1828,V 8787 1092,E 6337 7644;5 963 697;eur;
2017085;LUNDI   ;17/07/2017;16/09/2017;40;41;5;33;16;2;5-16-33-40-41+2;0;16000000;0;100000;29;1000;284;500;1358;50;14515;20;18967;10;214792;5;291934;2,2;10;20000;S 3560 7765,V 8740 6942,P 4898 6536,H 3689 7080,F 4743 3563,G 8616 1989,Q 3588 3434,P 4247 6617,R 1561 0470,M 3896 2318;6 724 127;eur;
2017084;SAMEDI  ;15/07/2017;14/09/2017;34;37;24;48;29;2;24-29-34-37-48+2;0;15000000;2;100000;47;1000;479;500;1989;50;22077;20;29741;10;321860;5;481662;2,2;10;20000;S 7160 3657,V 8772 8462,K 4612 8880,O 5256 5690,J 5221 6089,U 5853 2825,P 5560 7149,G 5076 8725,Q 5584 7481,E 4006 8697;2 186 266;eur;
2017083;MERCREDI;12/07/2017;11/09/2017;3;16;31;43;18;5;3-16-18-31-43+5;0;14000000;3;100000;70;1000;544;500;3033;50;22924;20;43497;10;324691;5;584855;2,2;10;20000;F 5014 4266,K 6563 8804,G 3526 9877,H 7223 0368,U 3536 7403,Q 7754 8901,E 4513 7450,P 2634 4253,R 5909 2815,O 0601 4023;1 143 286;eur;
2017082;LUNDI   ;10/07/2017;09/09/2017;23;43;17;21;18;4;17-18-21-23-43+4;0;13000000;1;100000;32;1000;359;500;1822;50;16993;20;26979;10;241566;5;361544;2,2;10;20000;J 6239 7964,M 9500 4598,V 8129 6240,C 4602 3993,N 1078 9112,Q 1835 9282,T 1581 2530,A 3796 2815,B 2015 6509,L 7375 9613;7 251 874;eur;
2017081;SAMEDI  ;08/07/2017;07/09/2017;9;30;46;43;31;10;9-30-31-43-46+10;0;12000000;1;100000;33;1000;378;500;1894;50;20478;20;29124;10;330447;5;429979;2,2;10;20000;E 2541 1049,C 1306 4405,H 5735 3149,Q 6077 0237,V 8738 5367,J 2354 4529,A 7718 6981,E 8675 7727,T 4220 9737,I 2039 8622;9 015 282;eur;
2017080;MERCREDI;05/07/2017;04/09/2017;18;29;17;34;8;6;8-17-18-29-34+6;0;11000000;0;100000;47;1000;457;500;2058;50;20712;20;29034;10;289374;5;381546;2,2;10;20000;J 7878 1213,F 7700 0853,V 8714 2027,M 3774 5900,E 4123 0871,R 9291 6724,R 0641 9792,N 6260 6433,C 5977 5808,A 8800 6187;6 067 827;eur;
2017079;LUNDI   ;03/07/2017;02/09/2017;48;8;10;28;2;2;2-8-10-28-48+2;0;10000000;11;100000;65;1000;583;500;2308;50;20562;20;26245;10;244889;5;271807;2,2;10;20000;S 9927 0703,K 5284 4847,F 5501 4641,C 6330 7983,S 6836 6528,K 4876 5676,P 2391 6891,K 6351 1043,A 7668 9048,M 5781 1886;8 127 607;eur;
2017078;SAMEDI  ;01/07/2017;31/08/2017;26;47;16;33;21;8;16-21-26-33-47+8;0;9000000;2;100000;49;1000;498;500;2577;50;22979;20;37328;10;333477;5;549705;2,2;10;20000;G 1907 9403,C 9478 4721,I 5867 6178,S 4685 4764,T 6229 4818,K 1686 0706,A 4785 4844,E 8756 5193,T 8379 8494,R 1195 5145;0 538 965;eur;
2017077;MERCREDI;28/06/2017;28/08/2017;48;30;37;29;9;1;9-29-30-37-48+1;0;8000000;0;100000;33;1000;300;500;1259;50;14910;20;19351;10;235130;5;291622;2,2;10;20000;P 3941 6224,S 3148 6405,Q 0142 7288,U 5006 7875,B 1017 0402,R 4894 3101,O 2120 3802,R 3191 5222,B 3352 1041,H 4539 0565;4 249 660;eur;
2017076;LUNDI   ;26/06/2017;26/08/2017;1;49;5;29;38;9;1-5-29-38-49+9;0;7000000;2;100000;41;1000;351;500;1629;50;15067;20;22135;10;206732;5;275797;2,2;10;20000;T 7900 7716,S 6214 3672,T 5919 7561,D 7645 6963,C 0768 0798,J 5343 8984,V 8128 6687,Q 9144 5258,G 7914 8437,D 3642 2958;9 055 366;eur;
2017075;SAMEDI  ;24/06/2017;24/08/2017;48;27;23;35;24;5;23-24-27-35-48+5;0;6000000;1;100000;51;1000;370;500;2420;50;19596;20;39113;10;303213;5;590578;2,2;10;20000;A 3909 4555,Q 7708 6220,S 9071 4362,D 6176 0978,N 3271 7146,M 6335 7210,I 3955 7914,E 0188 7963,F 8356 1710,O 0117 4255;3 700 223;eur;
2017074;MERCREDI;21/06/2017;21/08/2017;12;22;34;18;39;6;12-18-22-34-39+6;0;5000000;0;100000;30;1000;366;500;1728;50;15952;20;25973;10;242549;5;341034;2,2;10;20000;H 1336 4083,P 7977 3518,Q 0728 0584,N 9503 8070,A 7747 3778,M 2355 6827,N 9542 6593,O 4391 7739,I 2965 1699,C 7958 6628;9 742 740;eur;
2017073;LUNDI   ;19/06/2017;19/08/2017;25;43;18;47;40;9;18-25-40-43-47+9;0;4000000;0;100000;19;1000;203;500;1131;50;10165;20;17202;10;159219;5;271526;2,2;10;20000;K 4457 7910,R 7009 4233,I 3631 8620,U 8719 1166,D 4362 6644,F 5262 0620,T 5149 5126,B 3618 8297,V 8653 2735,S 5172 4158;9 753 566;eur;
2017072;SAMEDI  ;17/06/2017;17/08/2017;26;25;40;14;39;3;14-25-26-39-40+3;0;3000000;1;100000;33;1000;359;500;2069;50;18034;20;32850;10;289928;5;527581;2,2;10;20000;N 5212 4350,J 4555 3373,T 4380 0944,A 7276 1150,B 5786 8931,Q 1440 9168,B 5495 7523,C 0425 2648,I 0013 0946,V 4872 5947;9 485 584;eur;
2017071;MERCREDI;14/06/2017;14/08/2017;44;43;49;41;31;5;31-41-43-44-49+5;0;2000000;2;100000;41;1000;352;500;1625;50;12810;20;23566;10;179784;5;438282;2,2;10;20000;J 8984 1020,T 1567 4616,I 7618 7741,P 0351 8772,J 8393 7702,J 1049 8949,Q 9923 0018,T 8971 5819,Q 3425 6663,F 7782 9219;0 865 285;eur;
2017070;LUNDI   ;12/06/2017;12/08/2017;5;29;4;7;27;5;4-5-7-27-29+5;2;4000000;2;100000;64;1000;581;500;3086;50;22568;20;37194;10;273180;5;356219;2,2;10;20000;Q 6493 8650,I 9615 2199,M 5025 1805,O 3943 9707,I 8249 2175,Q 9350 6753,A 8865 8155,M 8276 6026,E 7903 6640,U 0706 1098;7 577 137;eur;
2017069;SAMEDI  ;10/06/2017;10/08/2017;49;34;37;36;8;10;8-34-36-37-49+10;0;7000000;0;100000;34;1000;350;500;1727;50;18453;20;27017;10;297371;5;419537;2,2;10;20000;C 0865 4178,V 3013 4354,J 0855 3295,R 8808 9447,B 8348 6716,F 4356 9731,V 5592 0849,R 3663 3717,V 0726 1321,V 8625 9832;3 705 633;eur;
2017068;MERCREDI;07/06/2017;07/08/2017;22;43;36;40;21;5;21-22-36-40-43+5;0;6000000;0;100000;48;1000;254;500;1695;50;12754;20;28040;10;209684;5;472428;2,2;10;20000;U 1227 3007,H 9893 4444,J 5869 2215,K 5051 0991,V 8615 4272,G 1162 4048,S 7762 2778,V 8609 6528,Q 6757 8531,K 7777 7999;2 101 814;eur;
2017067;LUNDI   ;05/06/2017;05/08/2017;49;12;17;41;21;7;12-17-21-41-49+7;0;5000000;3;100000;51;1000;261;500;2363;50;12037;20;34470;10;176348;5;417257;2,2;10;20000;V 6166 5514,A 3747 5260,V 6879 9648,G 8000 2572,V 8147 1329,N 2640 1324,J 7148 9683,T 7037 7814,U 6402 5302,H 0481 4824;7 910 638;eur;
2017066;SAMEDI  ;03/06/2017;03/08/2017;23;45;36;34;44;3;23-34-36-44-45+3;0;4000000;0;100000;46;1000;426;500;2327;50;20504;20;33328;10;290094;5;576604;2,2;10;20000;E 2955 4061,N 1269 2221,Q 6736 4184,F 6414 7182,H 5586 0401,G 8295 5125,S 3942 0153,C 0486 5642,J 9611 2918,M 1444 7204;7 224 655;eur;
2017065;MERCREDI;31/05/2017;31/07/2017;1;36;9;41;27;1;1-9-27-36-41+1;0;3000000;1;100000;27;1000;355;500;1593;50;17431;20;23420;10;256511;5;289182;2,2;10;20000;F 8597 9036,M 7239 1498,U 7492 8252,G 4605 4801,V 8591 3939,G 1763 2548,V 1415 2032,N 2588 5837,V 2772 5388,O 9147 5101;8 587 432;eur;
2017064;LUNDI   ;29/05/2017;29/07/2017;40;43;39;41;1;9;1-39-40-41-43+9;0;2000000;0;100000;16;1000;266;500;986;50;9039;20;14997;10;141966;5;278477;2,2;10;20000;B 0931 4210,H 8056 6495,V 4419 7447,J 6092 2479,S 2182 7771,F 7570 3160,L 9224 1139,C 5282 8265,A 9117 9559,C 8054 8321;0 104 189;eur;
2017063;SAMEDI  ;27/05/2017;27/07/2017;9;8;28;40;17;8;8-9-17-28-40+8;2;5000000;5;100000;121;1000;886;500;4453;50;36739;20;58720;10;497718;5;667965;2,2;10;20000;M 2176 9694,S 1965 0170,K 0892 6524,S 4185 9868,R 5145 1361,G 0697 9733,R 3578 9823,H 8354 5160,N 1101 2952,U 9028 6238;7 266 157;eur;
2017062;MERCREDI;24/05/2017;24/07/2017;17;22;18;8;30;5;8-17-18-22-30+5;1;5000000;2;100000;113;1000;661;500;3416;50;24216;20;41508;10;300903;5;458551;2,2;10;20000;C 2876 7931,P 4959 9740,C 1338 9637,L 9053 1429,P 2895 3937,D 8961 8967,S 5435 4535,G 1176 2834,F 4690 9125,K 5250 4122;7 827 128;eur;
2017061;LUNDI   ;22/05/2017;22/07/2017;27;21;22;7;31;10;7-21-22-27-31+10;0;4000000;1;100000;33;1000;468;500;1473;50;20004;20;18653;10;253917;5;218319;2,2;10;20000;F 9700 0682,H 0673 1352,J 3584 1735,P 1410 6391,B 7775 6705,L 9156 6213,L 9453 8169,H 1771 9454,E 0407 5795,G 3991 3206;9 755 268;eur;
2017060;SAMEDI  ;20/05/2017;20/07/2017;33;31;28;34;42;3;28-31-33-34-42+3;0;3000000;2;100000;42;1000;394;500;2086;50;18588;20;32878;10;282897;5;537311;2,2;10;20000;I 0290 4339,A 9842 2541,U 0172 9497,D 8580 7467,D 4048 1888,I 0817 8538,J 7399 2740,T 8435 1439,I 3354 5339,H 5633 2095;6 115 927;eur;
2017059;MERCREDI;17/05/2017;17/07/2017;25;44;6;30;22;7;6-22-25-30-44+7;0;2000000;0;100000;72;1000;397;500;3115;50;17351;20;43466;10;240086;5;576992;2,2;10;20000;T 0732 7229,F 4255 1080,M 7743 2078,G 2804 3408,T 1466 8490,L 5639 1652,P 2079 3723,O 0594 4868,V 3116 6294,O 7355 6010;3 037 073;eur;
2017058;LUNDI   ;15/05/2017;15/07/2017;22;13;1;27;5;1;1-5-13-22-27+1;1;9000000;2;100000;98;1000;946;500;3088;50;30018;20;27740;10;303816;5;249325;2,2;10;20000;D 9279 3015,M 7086 3634,H 0390 9854,G 7783 2262,D 5094 7928,U 6719 8738,R 5502 4181,E 4196 7636,S 2095 5629,N 4851 7696;7 494 788;eur;
2017057;SAMEDI  ;13/05/2017;13/07/2017;16;13;9;28;47;10;9-13-16-28-47+10;0;8000000;4;100000;69;1000;819;500;2706;50;34290;20;35558;10;451655;5;434287;2,2;10;20000;B 8806 3853,P 4717 0913,G 6495 1271,M 5594 6199,P 5303 2610,I 7771 0801,D 5874 9309,E 2986 6314,I 8554 2950,O 4619 3647;5 065 672;eur;
2017056;MERCREDI;10/05/2017;10/07/2017;30;22;20;43;12;9;12-20-22-30-43+9;0;7000000;2;100000;46;1000;504;500;2259;50;22017;20;30459;10;304607;5;384513;2,2;10;20000;H 0674 7486,S 7680 6797,V 6554 6912,J 2148 4783,E 3584 3158,A 4292 5630,C 8926 6980,M 0791 6586,D 4064 7367,E 7220 9861;7 506 269;eur;
2017055;LUNDI   ;08/05/2017;08/07/2017;33;7;47;22;43;6;7-22-33-43-47+6;0;6000000;0;100000;36;1000;368;500;1419;50;14449;20;19190;10;195067;5;270147;2,2;10;20000;P 1311 6740,N 7646 6466,P 0615 2050,M 4867 1205,K 8929 5990,G 2274 9645,F 3894 3445,A 3044 4877,D 2306 4671,K 6013 6218;6 769 893;eur;
2017054;SAMEDI  ;06/05/2017;06/07/2017;27;41;34;6;45;5;6-27-34-41-45+5;0;5000000;2;100000;60;1000;496;500;2795;50;21275;20;41209;10;319496;5;652214;2,2;10;20000;R 6448 7247,T 5070 6071,L 1770 4043,F 5297 1229,N 3729 6576,A 6285 5269,D 5939 8706,D 2808 2063,N 8930 7369,T 3932 2223;9 412 643;eur;
2017053;MERCREDI;03/05/2017;03/07/2017;20;15;27;46;6;3;6-15-20-27-46+3;0;4000000;7;100000;51;1000;494;500;2288;50;19945;20;31292;10;273390;5;411442;2,2;10;20000;D 1829 8661,H 9849 1986,B 2314 9499,C 1476 7747,J 2289 4966,R 2514 3097,N 6801 8790,U 4397 1950,P 3081 5025,H 8526 5067;6 728 357;eur;
2017052;LUNDI   ;01/05/2017;01/07/2017;18;46;37;16;35;6;16-18-35-37-46+6;0;3000000;1;100000;26;1000;174;500;892;50;8009;20;14348;10;130800;5;251588;2,2;10;20000;D 6276 2588,V 8482 4098,L 3064 9759,I 2284 2108,A 0964 3815,S 9780 2929,Q 6495 8126,R 0433 6135,Q 8613 8664,E 9362 8366;1 612 220;eur;
2017051;SAMEDI  ;29/04/2017;29/06/2017;48;37;46;44;34;9;34-37-44-46-48+9;0;2000000;3;100000;49;1000;515;500;1875;50;17983;20;27478;10;259903;5;505369;2,2;10;20000;S 3484 2989,F 7862 6841,N 2744 5602,F 1708 5480,R 7360 3555,C 0628 6343,U 6960 3711,E 8626 2646,R 8494 8773,D 2469 3799;0 193 908;eur;
2017050;MERCREDI;26/04/2017;26/06/2017;27;6;8;14;16;5;6-8-14-16-27+5;3;3666667;3;100000;116;1000;812;500;3692;50;28572;20;42350;10;332406;5;469603;2,2;10;20000;U 7082 5433,B 9360 5948,U 8279 8151,G 6485 6258,L 4661 6942,N 4877 1179,D 8049 0481,J 6585 2167,E 5599 4144,N 1002 8452;0 058 079;eur;
2017049;LUNDI   ;24/04/2017;24/06/2017;7;42;28;45;41;9;7-28-41-42-45+9;0;10000000;0;100000;20;1000;241;500;1440;50;13873;20;21332;10;210577;5;303237;2,2;10;20000;U 5697 3152,I 7294 8338,H 6646 9309,K 9252 4604,N 2510 9271,G 7935 8286,S 2479 1752,S 2570 5911,L 8118 9811,G 9470 5076;3 463 838;eur;
2017048;SAMEDI  ;22/04/2017;22/06/2017;17;21;31;1;46;5;1-17-21-31-46+5;0;9000000;2;100000;65;1000;555;500;3288;50;24980;20;46623;10;357716;5;633404;2,2;10;20000;I 8419 0261,V 0677 2990,O 9294 0186,L 1642 0588,F 8153 7323,N 7650 2124,I 1147 7715,O 2445 7711,V 6423 8106,G 9884 0678;5 626 591;eur;
2017047;MERCREDI;19/04/2017;19/06/2017;47;39;38;41;48;9;38-39-41-47-48+9;0;8000000;2;100000;49;1000;317;500;1424;50;11564;20;20751;10;191425;5;386313;2,2;10;20000;J 7266 8010,G 4431 0737,E 2435 9250,B 3239 4813,A 1088 8759,C 1799 8776,A 8804 5354,E 4379 9452,L 3885 3475,M 5699 7894;0 272 615;eur;
2017046;LUNDI   ;17/04/2017;17/06/2017;8;36;46;4;33;7;4-8-33-36-46+7;0;7000000;0;100000;37;1000;195;500;1430;50;9015;20;25371;10;149820;5;434927;2,2;10;20000;E 9302 2067,K 2291 3915,V 8421 2651,V 6020 0767,O 6725 1493,D 2548 0111,T 6076 4966,U 6010 7092,B 5161 0088,H 6560 1293;4 899 122;eur;
2017045;SAMEDI  ;15/04/2017;15/06/2017;28;29;41;40;49;5;28-29-40-41-49+5;0;6000000;5;100000;48;1000;401;500;2385;50;18971;20;38687;10;308128;5;643879;2,2;10;20000;S 4017 6360,B 6377 6729,S 0702 3111,H 3572 0261,K 5637 9391,A 1397 3286,L 7024 2789,S 2261 5591,K 6832 1270,G 8143 6816;2 226 362;eur;
2017044;MERCREDI;12/04/2017;12/06/2017;48;18;3;28;40;7;3-18-28-40-48+7;0;5000000;0;100000;55;1000;432;500;2814;50;16399;20;40952;10;233535;5;629481;2,2;10;20000;J 7697 5794,P 6467 5596,S 7898 7554,J 7092 5756,S 4694 1445,G 3129 1314,V 8406 5778,C 0065 2002,N 1039 4998,G 1891 0906;7 836 798;eur;
2017043;LUNDI   ;10/04/2017;10/06/2017;11;3;20;14;1;2;1-3-11-14-20+2;0;4000000;7;100000;60;1000;836;500;2118;50;24748;20;23860;10;270591;5;258966;2,2;10;20000;O 2828 3047,E 7632 8842,P 9202 4927,A 0009 0070,P 5503 6166,R 7016 9570,E 4415 6233,L 4197 1069,H 0105 2333,S 2589 8303;0 793 527;eur;
2017042;SAMEDI  ;08/04/2017;08/06/2017;17;44;18;45;29;5;17-18-29-44-45+5;0;3000000;3;100000;45;1000;422;500;2818;50;22392;20;44264;10;350577;5;621133;2,2;10;20000;P 8078 9668,M 5879 6773,V 8365 7173,M 8154 1872,K 1055 0162,M 9137 9426,F 0447 5524,S 0589 7279,B 4986 8535,C 6919 2056;6 947 526;eur;
2017041;MERCREDI;05/04/2017;05/06/2017;10;40;42;20;6;10;6-10-20-40-42+10;0;2000000;4;100000;53;1000;534;500;2170;50;21340;20;23934;10;274355;5;302007;2,2;10;20000;V 6064 0078,F 6054 0313,J 6651 8811,M 7906 9434,P 1419 4491,B 9463 1540,R 8675 8442,T 3373 1778,F 0817 2174,M 7196 2845;8 509 875;eur;
2017040;LUNDI   ;03/04/2017;03/06/2017;34;16;44;3;9;3;3-9-16-34-44+3;1;9000000;1;100000;42;1000;286;500;2190;50;15681;20;29886;10;232970;5;356938;2,2;10;20000;O 0068 7262,L 3751 9133,Q 8320 8824,Q 0826 9209,H 9658 9858,S 4123 4263,S 1121 0730,G 6245 6892,O 6803 9653,N 4234 4100;7 058 014;eur;
2017039;SAMEDI  ;01/04/2017;01/06/2017;46;2;44;9;25;9;2-9-25-44-46+9;0;8000000;5;100000;56;1000;597;500;3010;50;26766;20;43265;10;395594;5;568015;2,2;10;20000;Q 4470 2823,N 3699 6561,C 4318 4194,T 4063 4614,P 3806 5133,B 2471 9456,R 6666 2870,J 8323 0477,Q 1647 2973,L 2457 5033;0 058 569;eur;
2017038;MERCREDI;29/03/2017;29/05/2017;35;14;10;26;25;5;10-14-25-26-35+5;0;7000000;1;100000;52;1000;386;500;2699;50;19345;20;37649;10;283825;5;476227;2,2;10;20000;Q 1038 0541,B 5254 4103,T 1776 4466,N 0079 9550,A 8509 7329,A 0018 9153,A 2202 4371,T 5449 7239,K 4674 2234,N 8947 2744;3 655 708;eur;
2017037;LUNDI   ;27/03/2017;27/05/2017;2;49;9;38;18;8;2-9-18-38-49+8;0;6000000;2;100000;41;1000;383;500;1815;50;15837;20;24584;10;228452;5;324377;2,2;10;20000;Q 5720 4634,C 8774 8225,K 9356 3399,R 4062 1999,F 3460 7346,F 2101 5676,I 7207 5299,N 0506 6607,K 3271 7329,T 3656 2425;2 115 925;eur;
2017036;SAMEDI  ;25/03/2017;25/05/2017;2;5;8;43;49;1;2-5-8-43-49+1;0;5000000;2;100000;62;1000;616;500;2661;50;30705;20;36874;10;433890;5;451280;2,2;10;20000;H 8303 7561,V 6580 8868,E 8688 9005,H 7614 2551,Q 6886 5431,I 3088 0246,M 6364 1542,H 4932 9751,E 4467 6608,G 5938 9337;6 686 906;eur;
2017035;MERCREDI;22/03/2017;22/05/2017;43;25;28;2;11;5;2-11-25-28-43+5;0;4000000;1;100000;93;1000;528;500;3046;50;22594;20;39456;10;299497;5;476385;2,2;10;20000;H 5631 7927,R 2620 1009,N 9202 5994,D 8805 7141,D 9302 0397,P 1621 5022,G 8803 8490,L 7500 3228,Q 0106 3785,P 2286 2133;9 083 053;eur;
2017034;LUNDI   ;20/03/2017;20/05/2017;42;39;28;13;40;1;13-28-39-40-42+1;0;3000000;1;100000;30;1000;327;500;1210;50;14295;20;17889;10;207358;5;280060;2,2;10;20000;I 5213 9707,P 2619 6140,G 6735 2787,N 8674 1484,T 9410 8145,V 8306 8097,A 8191 3044,N 4163 9505,F 0123 4569,J 3318 4006;8 974 017;eur;
2017033;SAMEDI  ;18/03/2017;18/05/2017;33;18;1;30;6;2;1-6-18-30-33+2;0;2000000;3;100000;64;1000;700;500;2926;50;32546;20;40675;10;447200;5;526563;2,2;10;20000;L 8889 1730,Q 7301 0384,P 0432 5454,U 3810 8216,H 3533 9010,C 1645 7218,T 8200 9708,K 2085 7774,B 4746 4921,M 8222 9622;1 094 550;eur;
2017032;MERCREDI;15/03/2017;15/05/2017;25;5;46;36;31;8;5-25-31-36-46+8;1;13000000;0;100000;44;1000;416;500;2266;50;19527;20;35330;10;308986;5;544992;2,2;10;20000;I 9439 1179,L 8667 6506,I 6745 3999,M 2483 6484,G 4056 3583,H 9138 0306,H 2497 8870,U 4646 9464,E 7387 9470,Q 4488 6786;1 938 700;eur;
2017031;LUNDI   ;13/03/2017;13/05/2017;16;21;34;48;24;3;16-21-24-34-48+3;0;12000000;2;100000;38;1000;326;500;1889;50;17088;20;30484;10;262473;5;451969;2,2;10;20000;G 6187 9599,R 3795 0934,J 4775 9962,U 1034 4577,J 5508 1858,R 3374 1733,P 1883 2115,S 1184 1560,Q 1150 0756,U 4329 4517;7 531 256;eur;
2017030;SAMEDI  ;11/03/2017;11/05/2017;1;39;31;13;42;7;1-13-31-39-42+7;0;11000000;2;100000;126;1000;791;500;5859;50;35133;20;87218;10;514090;5;1175080;2,2;10;20000;U 0898 1890,V 6979 0458,Q 2589 9451,E 2045 6203,G 5630 3284,F 3437 4719,H 2978 2113,D 4301 3661,H 6838 4034,P 5884 7660;6 172 499;eur;
2017029;MERCREDI;08/03/2017;08/05/2017;40;16;46;42;47;2;16-40-42-46-47+2;0;10000000;1;100000;36;1000;354;500;1742;50;16616;20;24431;10;256230;5;425926;2,2;10;20000;F 3653 3283,B 6744 1252,S 0884 4433,D 5312 3188,A 8231 4445,M 5840 0293,P 7365 5528,N 1539 1600,S 8180 4377,F 5200 0993;3 742 051;eur;
2017028;LUNDI   ;06/03/2017;06/05/2017;26;10;6;41;3;9;3-6-10-26-41+9;0;9000000;1;100000;59;1000;582;500;2246;50;23453;20;30004;10;293219;5;367598;2,2;10;20000;P 7715 6066,C 5541 5318,N 2444 2341,E 3647 4045,C 3652 3157,T 9256 0957,P 2960 6496,P 4718 4299,P 8489 9280,E 8856 7997;1 271 524;eur;
